<frozen runpy>:128: RuntimeWarning: 'core.data_parser.main' found in sys.modules after import of package 'core.data_parser', but prior to execution of 'core.data_parser.main'; this may result in unpredictable behaviour
9000761021/9000798713
9000813140/9000826870
9000832127
2025-12-02 12:40:35,945 - INFO - main.py:658 -   Combined Items:
01.10.U528073/01.10.U756022
01.10.U756071/01.10.W061010
01.10.W653191
2025-12-02 12:40:35,945 - INFO - main.py:659 -   Combined Descriptions:

2025-12-02 12:40:35,945 - INFO - main.py:660 -   Total SQFT: 93870.20000000000038 (Type: <class 'decimal.Decimal'>)
2025-12-02 12:40:35,945 - INFO - main.py:661 -   Total Amount: 115499.43700000000083 (Type: <class 'decimal.Decimal'>)
2025-12-02 12:40:35,945 - INFO - main.py:649 - --- DAF Group 2 --- 
2025-12-02 12:40:35,945 - INFO - main.py:657 -   Combined POs:
9000832482/9000837343
9000861854
2025-12-02 12:40:35,945 - INFO - main.py:658 -   Combined Items:
01.10.U528073/01.10.W783010
01.11.S528110
2025-12-02 12:40:35,945 - INFO - main.py:659 -   Combined Descriptions:

2025-12-02 12:40:35,945 - INFO - main.py:660 -   Total SQFT: 83243.39999999999953 (Type: <class 'decimal.Decimal'>)
2025-12-02 12:40:35,945 - INFO - main.py:661 -   Total Amount: 111773.30800000000033 (Type: <class 'decimal.Decimal'>)
2025-12-02 12:40:35,945 - INFO - main.py:664 - ------------------------------
2025-12-02 12:40:35,945 - INFO - main.py:675 - --- Calculating Footer Data ---
2025-12-02 12:40:35,945 - INFO - main.py:681 - Table 1 Footer: {'col_qty_pcs': 3586, 'col_qty_sf': Decimal('177113.6'), 'col_net': Decimal('15128.5'), 'col_gross': Decimal('16233.5'), 'col_cbm': Decimal('55.5984'), 'col_amount': Decimal('227272.745'), 'col_pallet_count': 25}
2025-12-02 12:40:35,945 - INFO - main.py:695 - Grand Total Footer: {'col_qty_pcs': 3586, 'col_qty_sf': Decimal('177113.6'), 'col_net': Decimal('15128.5'), 'col_gross': Decimal('16233.5'), 'col_cbm': Decimal('55.5984'), 'col_amount': Decimal('227272.745'), 'col_pallet_count': 25}
2025-12-02 12:40:35,945 - INFO - main.py:698 - --- Calculating Add-on Data ---
2025-12-02 12:40:35,949 - INFO - main.py:702 - Leather Summary: {'BUFFALO': {'col_qty_pcs': 0, 'col_qty_sf': Decimal('0'), 'col_net': Decimal('0'), 'col_gross': Decimal('0'), 'col_pallet_count': 0}, 'COW': {'col_qty_pcs': 3586, 'col_qty_sf': Decimal('177113.59999999999991'), 'col_net': Decimal('15128.5'), 'col_gross': Decimal('16233.5'), 'col_pallet_count': 25}}
2025-12-02 12:40:35,949 - INFO - main.py:706 - Normal Aggregate Per PO: 17 unique PO+price combinations
2025-12-02 12:40:35,949 - INFO - main.py:709 - --- Preparing Data for JSON Output ---
2025-12-02 12:40:35,953 - INFO - main.py:752 - --- Generated JSON Output ---
2025-12-02 12:40:35,953 - INFO - main.py:757 - JSON output is large (35567 chars). Logging preview:
2025-12-02 12:40:35,953 - INFO - main.py:758 - {
    "metadata": {
        "workbook_filename": "JF25057.xlsx",
        "worksheet_name": "Sheet1",
        "DAF_compounding_input_mode": "standard",
        "DAF_chunk_size": 2,
        "DAF_intra_separator": "/",
        "DAF_inter_separator": "\\n",
        "timestamp": "2025-12-02T12:40:35.949742"
    },
    "processed_tables_data": {
        "1": {
            "col_unit_price": [
                1.3,
                1.17,
                1,
                0.9,
                1.25,
                1.13,
                1.25,
                1.25,
                1.13,
                0.91,
                1.51,
                1.51,
                1.36,
                1.51,
                1.51,
                1.36,
                1.51,
                1.25,
                1.13,
                1.25,
                1.25,
                1.13,
                1.25,
                1.13,
                1.25,
                1.25,
                1.13,
                1.25,
                1.13,
                1.06,
                1.25,
                1.13,
                1.25,
                1.25,
                1.13,
                1.25,
                1.25,
                1.13,
                1.25,
                1.13,
                1.25,
                1.13,
                1.06
            ],
            "col_amount": [
                11839.36,
                1621.737,
                6871.8,
                103.5,
                6757.625,
                44.296,
                9687.75,
                7418.75,
                224.983,
                471.471,
                15130.955,
                13878.259,
                372.504,
                16316.305,
                2571.983,
                323,
                1405.357,
                6095.125,
                1058.358,
                13836,
                8295.875,
                1225.937,
                6771.625,
                615.737,
                12052.75,
                6517.375,
                1328.428,
                2130.75,
                620.37,
                755.144,
                7808.25,
                322.389,
                13604.75,
                12594.375,
                1126.836,
                13307.875,
                11463.25,
                1089.885,
                5396.25,
                90.513,
                3368.625,
                258.544,
                498.094
            ],
            "col_dc": [
                "CLF-251002",
                "CLF-251002",
                "CLF-250816",
                "CLF-250816",
                "CLF-250221",
                "CLF-250221",
                "CLF-251022",
                "CLF-251022",
                "CLF-251022",
                "CLF-250219",
                "CLF-251115",
                "CLF-251115",
                "CLF-251115",
                "CLF-251115",
                "CLF-251115",
                "CLF-251115",
                "CLF-251116",
                "CLF-251119",
                "CLF-251119",
                "CLF-251119",
                "CLF-251119",
                "CLF-251119",
                "CLF-251119",
                "CLF-251119",
                "CLF-251119",
                "CLF-251119",
                "CLF-251119",
                "CLF-251119",
                "CLF-251119",
                "CLF-251119",
                "CLF-251007",
                "CLF-251007",
                "CLF-251117",
                "CLF-251117",
                "CLF-251117",
                "CLF-251117",
                "CLF-251117",
                "CLF-251117",
                "CLF-251117",
                "CLF-251117",
                "CLF-251117",
                "CLF-251117",
                "CLF-251117"
            ],
            "col_po": [
                "9000798713",
                "9000798713",
                "9000761021",
                "9000761021",
                "9000826870",
                "9000826870",
                "9000813140",
                "9000813140",
                "9000813140",
                "9000861854",
                "9000832482",
                "9000832482",
                "9000832482",
                "9000832482",
                "9000832482",
                "9000832482",
                "9000832482",
                9000837343,
                9000837343,
                9000837343,
                9000837343,
                9000837343,
                9000837343,
                9000837343,
                9000837343,
                9000837343,
                9000837343,
                9000837343,
                9000837343,
                9000837343,
                9000832127,
                9000832127,
                9000832127,
                9000832127,
                9000832127,
                9000832127,
                9000832127,
                9000832127,
                9000832127,
                9000832127,
                9
... (JSON output truncated in log)
2025-12-02 12:40:35,955 - INFO - main.py:765 - Determined output JSON path: C:\Users\JPZ031127\Desktop\main_stream_lit_giyo\GENERATE_INVOICE_STREAMLIT_WEB\scripts\output\JF25057.json
2025-12-02 12:40:35,955 - INFO - main.py:769 - Successfully saved JSON output to 'C:\Users\JPZ031127\Desktop\main_stream_lit_giyo\GENERATE_INVOICE_STREAMLIT_WEB\scripts\output\JF25057.json'
2025-12-02 12:40:35,955 - INFO - main.py:785 - \U0001f4c1 Processed file: JF25057.xlsx
2025-12-02 12:40:35,955 - INFO - excel_handler.py:79 - Closed workbook object reference for: core/invoice_generator/JF25057.xlsx
2025-12-02 12:40:35,955 - INFO - main.py:807 - --- Automation Run Complete ---
